Departamento,Municipio,Codigo Municipio,Total Procesadas
ANTIOQUIA,ARBOLETES,05051,2396
ANTIOQUIA,ARGELIA,05055,440
ANTIOQUIA,ARMENIA,05059,1474
ANTIOQUIA,BARBOSA,05079,4578
ANTIOQUIA,BELLO,05088,120508
ANTIOQUIA,BELMIRA,05086,526
ANTIOQUIA,BETANIA,05091,1247
ANTIOQUIA,BETULIA,05093,949
ANTIOQUIA,BOLIVAR,05101,6415
ANTIOQUIA,BRICENO,05107,543
ANTIOQUIA,BURITICA,05113,2541
ANTIOQUIA,CACERES,05120,1899
ANTIOQUIA,CAICEDO,05125,500
ANTIOQUIA,CALDAS,05129,27829
ANTIOQUIA,CAMPAMENTO,05134,790
ANTIOQUIA,CAÑASGORDAS,05138,1257
ANTIOQUIA,CARACOLI,05142,865
ANTIOQUIA,CARAMANTA,05145,517
ANTIOQUIA,CAREPA,05147,6928
ANTIOQUIA,CARMEN DE VIBORAL,05148,4737
ANTIOQUIA,CAROLINA,05150,1308
ANTIOQUIA,CAUCASIA,05154,12374
ANTIOQUIA,CHIGORODO,05172,6053
ANTIOQUIA,CISNEROS,05190,2122
ANTIOQUIA,COCORNA,05197,1294
ANTIOQUIA,CONCEPCION,05206,1036
ANTIOQUIA,CONCORDIA,05209,1096
ANTIOQUIA,COPACABANA,05212,11892
ANTIOQUIA,DABEIBA,05234,12430
ANTIOQUIA,DON MATIAS,05237,1827
ANTIOQUIA,EBEJICO,05240,572
ANTIOQUIA,EL BAGRE,05250,6374
ANTIOQUIA,ENTRERRIOS,05264,1895
ANTIOQUIA,ENVIGADO,05266,68248
ANTIOQUIA,FREDONIA,05282,1943
ANTIOQUIA,FRONTINO,05284,815
ANTIOQUIA,GIRALDO,05306,1388
ANTIOQUIA,GIRARDOTA,05308,6635
ANTIOQUIA,GOMEZ PLATA,05310,1240
ANTIOQUIA,GRANADA,05313,865
ANTIOQUIA,GUADALUPE,05315,434
ANTIOQUIA,GUARNE,05318,6496
ANTIOQUIA,GUATAPE,05321,1374
ANTIOQUIA,HELICONIA,05347,779
ANTIOQUIA,HISPANIA,05353,755
ANTIOQUIA,ITAGUI,05360,100795
ANTIOQUIA,ITUANGO,05361,8117
ANTIOQUIA,JARDIN,05364,1485
ANTIOQUIA,JERICO,05368,1500
ANTIOQUIA,LA CEJA,05376,8043
ANTIOQUIA,LA ESTRELLA,05380,10472
ANTIOQUIA,LA PINTADA,05390,887
ANTIOQUIA,LA UNION,05400,3241
ANTIOQUIA,LIBORINA,05411,1055
ANTIOQUIA,MACEO,05425,1365
ANTIOQUIA,MARINILLA,05440,13475
ANTIOQUIA,MEDELLIN,05001,1734465
ANTIOQUIA,MONTEBELLO,05467,359
ANTIOQUIA,MURINDO,05475,196
ANTIOQUIA,MUTATA,05480,1278
ANTIOQUIA,NARIÑO,05483,2342
ANTIOQUIA,NECHI,05495,1249
ANTIOQUIA,NECOCLI,05490,3675
ANTIOQUIA,OLAYA,05501,430
ANTIOQUIA,PEÑOL,05541,3572
ANTIOQUIA,PEQUE,05543,362
ANTIOQUIA,PUEBLORRICO,05576,218
ANTIOQUIA,PUERTO BERRIO,05579,6482
ANTIOQUIA,PUERTO NARE (LA MAGDALENA ),05585,772
ANTIOQUIA,PUERTO TRIUNFO,05591,5356
ANTIOQUIA,REMEDIOS,05604,1584
ANTIOQUIA,RETIRO,05607,2373
ANTIOQUIA,RIONEGRO,05615,122658
ANTIOQUIA,SABANALARGA,05628,989
ANTIOQUIA,SABANETA,05631,24981
ANTIOQUIA,SALGAR,05642,1657
ANTIOQUIA,SAN ANDRES,05647,1337
ANTIOQUIA,SAN CARLOS,05649,2326
ANTIOQUIA,SAN FRANCISCO,05652,754
ANTIOQUIA,SAN JERONIMO,05656,1625
ANTIOQUIA,SAN JOSE DE LA MONTANA,05658,484
ANTIOQUIA,SAN JUAN DE URABA,05659,378
ANTIOQUIA,SAN LUIS,05660,1433
ANTIOQUIA,SAN PEDRO,05664,2320
ANTIOQUIA,SAN PEDRO DE URABA,05665,716
ANTIOQUIA,SAN RAFAEL,05667,3182
ANTIOQUIA,SAN ROQUE,05670,2441
ANTIOQUIA,SAN VICENTE,05674,1111
ANTIOQUIA,SANTA BARBARA,05679,2354
ANTIOQUIA,SANTA ROSA DE OSOS,05686,3592
ANTIOQUIA,SANTO DOMINGO,05690,906
ANTIOQUIA,SANTUARIO,05697,2324
ANTIOQUIA,SEGOVIA,05736,1748
ANTIOQUIA,SONSON,05756,3506
ANTIOQUIA,SOPETRAN,05761,4626
ANTIOQUIA,TAMESIS,05789,2313
ANTIOQUIA,TARAZA,05790,1737
ANTIOQUIA,TARSO,05792,826
ANTIOQUIA,TITIRIBI,05809,871
ANTIOQUIA,TOLEDO,05819,711
ANTIOQUIA,TURBO,05837,9792
ANTIOQUIA,URAMITA,05842,481
ANTIOQUIA,URRAO,05847,3713
ANTIOQUIA,VALDIVIA,05854,863
ANTIOQUIA,VALPARAISO,05856,707
ANTIOQUIA,VEGACHI,05858,1661
ANTIOQUIA,VENECIA,05861,1025
ANTIOQUIA,VIGIA DEL FUERTE,05873,475
ANTIOQUIA,YALI,05885,399
ANTIOQUIA,YARUMAL,05887,5371
ANTIOQUIA,YOLOMBO,05890,979
ANTIOQUIA,YONDO (CASABE),05893,1264
ANTIOQUIA,ZARAGOZA,05895,2407
ARAUCA,ARAUCA,81001,29989
ARAUCA,ARAUQUITA,81065,1995
ARAUCA,CRAVO NORTE,81220,354
ARAUCA,FORTUL,81300,1031
ARAUCA,PUERTO RONDON,81591,153
ARAUCA,SARAVENA,81736,5959
ARAUCA,TAME,81794,2399
ATLANTICO,* ATLANTICO. MUNICIPIO DESCONOCIDO,08000,9
ATLANTICO,BARANOA,08078,54426
ATLANTICO,BARRANQUILLA,08001,1434402
ATLANTICO,CAMPO DE LA CRUZ,08137,14020
ATLANTICO,CANDELARIA,08141,6976
ATLANTICO,GALAPA,08296,44297
ATLANTICO,JUAN DE ACOSTA,08372,7769
ATLANTICO,LURUACO,08421,12566
ATLANTICO,MALAMBO,08433,51427
ATLANTICO,MANATI,08436,9733
ATLANTICO,PALMAR DE VARELA,08520,25794
ATLANTICO,PIOJO,08549,2306
ATLANTICO,POLO NUEVO,08558,16594
ATLANTICO,PONEDERA,08560,13625
ATLANTICO,PUERTO COLOMBIA,08573,25713
ATLANTICO,REPELON,08606,7486
ATLANTICO,SABANAGRANDE,08634,14978
ATLANTICO,SABANALARGA,08638,74483
ATLANTICO,SANTA LUCIA,08675,6036
ATLANTICO,SANTO TOMAS,08685,26135
ATLANTICO,SOLEDAD,08758,182877
ATLANTICO,SUAN,08770,4354
ATLANTICO,TUBARA,08832,10773
ATLANTICO,USIACURI,08849,3959
BOGOTA DC,BOGOTA DC,11000,196
BOGOTA DC,BOGOTA DC,11001,7695117
BOGOTA DC,BOGOTA-ANTONIO NARIÑO-CIUDAD JARDIN,11135,1
BOGOTA DC,BOGOTA-ANTONIO NARIÑO-RESTREPO,11138,3
BOGOTA DC,BOGOTA-BARRIOS UNIDOS-DOCE DE OCTUBRE,11122,2
BOGOTA DC,BOGOTA-BARRIOS UNIDOS-LOS ANDES,11121,2
BOGOTA DC,BOGOTA-BOSA-APOGEO,11149,1
BOGOTA DC,BOGOTA-BOSA-BOSA CENTRAL,11185,2
BOGOTA DC,BOGOTA-CHAPINERO-CHAPINERO,11199,1
BOGOTA DC,BOGOTA-CHAPINERO-CHICO LAGO,11197,1
BOGOTA DC,BOGOTA-CHAPINERO-EL REFUGIO,11188,2
BOGOTA DC,BOGOTA-CHAPINERO-PARDO RUBIO,11190,1
BOGOTA DC,BOGOTA-CHAPINERO-SAN ISIDRIO PATIOS,11189,2
BOGOTA DC,BOGOTA-ENGATIVA-ALAMOS,11216,1
BOGOTA DC,BOGOTA-ENGATIVA-BOLIVIA,11172,5
BOGOTA DC,BOGOTA-ENGATIVA-BOYACA REAL,11130,1
BOGOTA DC,BOGOTA-ENGATIVA-EL MINUTO DE DIOS,11129,6
BOGOTA DC,BOGOTA-ENGATIVA-ENGATIVA,11174,2
BOGOTA DC,BOGOTA-ENGATIVA-GARCES NAVAS,11173,3
BOGOTA DC,BOGOTA-ENGATIVA-LAS FERIAS,11126,6
BOGOTA DC,BOGOTA-FONTIBON-CAPELLANIA,11215,1
BOGOTA DC,BOGOTA-FONTIBON-FONTIBON,11175,49
BOGOTA DC,BOGOTA-FONTIBON-FONTIBON SAN PABLO,11176,2
BOGOTA DC,BOGOTA-FONTIBON-GRANJAS DE TECHO,11212,6
BOGOTA DC,BOGOTA-FONTIBON-MODELIA,11214,2
BOGOTA DC,BOGOTA-KENNEDY-CALANDAIMA,11179,1
BOGOTA DC,BOGOTA-KENNEDY-CASTILLA,11146,1
BOGOTA DC,BOGOTA-KENNEDY-TIMIZA,11148,1
BOGOTA DC,BOGOTA-KENNEDY-TINTAL NORTE,11178,30
BOGOTA DC,BOGOTA-PUENTE ARANDA-MUZU,11141,1
BOGOTA DC,BOGOTA-PUENTE ARANDA-SAN RAFAEL,11143,1
BOGOTA DC,BOGOTA-PUENTE ARANDA-ZONA INDUSTRIAL,11208,1
BOGOTA DC,BOGOTA-RAFAEL URIBE-DIANA TURBAY,11155,1
BOGOTA DC,BOGOTA-RAFAEL URIBE-QUIROGA,11139,1
BOGOTA DC,BOGOTA-SAN CRISTOBAL-SAN BLAS,11132,1
BOGOTA DC,BOGOTA-SANTA FE-SAGRADO CORAZON,11191,2
BOGOTA DC,BOGOTA-SUBA-BRITALIA,11118,4
BOGOTA DC,BOGOTA-SUBA-CASA BLANCA SUBA,11123,3
BOGOTA DC,BOGOTA-SUBA-EL PRADO,11119,8
BOGOTA DC,BOGOTA-SUBA-EL RINCON,11128,1
BOGOTA DC,BOGOTA-SUBA-LA ALAMBRA,11120,3
BOGOTA DC,BOGOTA-SUBA-LA FLORESTA,11125,1
BOGOTA DC,BOGOTA-SUBA-NIZA,11124,1
BOGOTA DC,BOGOTA-SUBA-SAN JOSE DE BAVARIA,11117,3
BOGOTA DC,BOGOTA-SUBA-SUBA,11127,6
BOGOTA DC,BOGOTA-SUBA-TIBABUYES,11171,3
BOGOTA DC,BOGOTA-SUMAPAZ-SANTA ROSITA BAJA (VEREDA,11417,2
BOGOTA DC,BOGOTA-TEUSAQUILLO-GALERIAS,11200,3
BOGOTA DC,BOGOTA-TEUSAQUILLO-LA ESMERALDA,11206,4
BOGOTA DC,BOGOTA-TEUSAQUILLO-QUINTA PAREDES,11207,2
BOGOTA DC,BOGOTA-TUNJUELITO-TUNJUELITO,11162,9
BOGOTA DC,BOGOTA-USAQUEN-COUNTRY CLUB,11115,2
BOGOTA DC,BOGOTA-USAQUEN-LA URIBE,11110,2
BOGOTA DC,BOGOTA-USAQUEN-LOS CEDROS,11113,6
BOGOTA DC,BOGOTA-USAQUEN-PASEO LOS LIBERTADORES,11101,6
BOGOTA DC,BOGOTA-USAQUEN-SANTA BARBARA,11116,2
BOGOTA DC,BOGOTA-USAQUEN-TOBERIN,11112,2
BOGOTA DC,BOGOTA-USAQUEN-USAQUEN,11114,5
BOGOTA DC,BOGOTA-USAQUEN-VERBENAL,11109,5
BOLIVAR,* BOLIVAR. MUNICIPIO DESCONOCIDO,13000,3
BOLIVAR,ACHI,13006,745
BOLIVAR,ALTOS DEL ROSARIO,13030,61
BOLIVAR,ARENAL,13042,447
BOLIVAR,ARJONA,13052,16604
BOLIVAR,ARROYOHONDO,13062,1318
BOLIVAR,BARRANCO DE LOBA,13074,688
BOLIVAR,CALAMAR,13140,3513
BOLIVAR,CANTAGALLO,13160,620
BOLIVAR,CARTAGENA,13001,670508
BOLIVAR,CICUCO,13188,4260
BOLIVAR,CLEMENCIA,13222,1602
BOLIVAR,CORDOBA,13212,3051
BOLIVAR,EL CARMEN DE BOLIVAR,13244,23435
BOLIVAR,EL GUAMO,13248,2023
BOLIVAR,EL PEÑON,13268,106
BOLIVAR,HATILLO DE LOBA,13300,310
BOLIVAR,MAGANGUE,13430,46971
BOLIVAR,MAHATES,13433,6048
BOLIVAR,MARGARITA,13440,1408
BOLIVAR,MARIA LA BAJA,13442,14112
BOLIVAR,MOMPOS,13468,6380
BOLIVAR,MONTECRISTO,13458,146
BOLIVAR,MORALES,13473,488
BOLIVAR,NOROSÌ,13490,35
BOLIVAR,PINILLOS,13549,3436
BOLIVAR,REGIDOR,13580,97
BOLIVAR,RIO VIEJO,13600,35
BOLIVAR,SAN CRISTOBAL,13620,1678
BOLIVAR,SAN ESTANISLAO,13647,1626
BOLIVAR,SAN FERNANDO,13650,931
BOLIVAR,SAN JACINTO,13654,10212
BOLIVAR,SAN JACINTO DEL CAUCA,13655,142
BOLIVAR,SAN JUAN NEPOMUCENO,13657,21006
BOLIVAR,SAN MARTIN DE LOBA,13667,650
BOLIVAR,SAN PABLO,13670,178
BOLIVAR,SANTA CATALINA,13673,1267
BOLIVAR,SANTA ROSA,13683,4379
BOLIVAR,SANTA ROSA DEL SUR,13688,168
BOLIVAR,SIMITI,13744,99
BOLIVAR,SOPLAVIENTO,13760,1544
BOLIVAR,TALAIGUA NUEVO,13780,2310
BOLIVAR,TIQUISIO (PUERTO RICO),13810,379
BOLIVAR,TURBACO,13836,18197
BOLIVAR,TURBANA,13838,3986
BOLIVAR,VILLANUEVA,13873,3462
BOLIVAR,ZAMBRANO,13894,2149
BOYACA,* BOYACA. MUNICIPIO DESCONOCIDO,15000,11
BOYACA,ALMEIDA,15022,184
BOYACA,AQUITANIA,15047,486
BOYACA,ARCABUCO,15051,529
BOYACA,BELEN,15087,386
BOYACA,BERBEO,15090,140
BOYACA,BETEITIVA,15092,70
BOYACA,BOAVITA,15097,844
BOYACA,BOYACA,15104,751
BOYACA,BRICENO,15106,144
BOYACA,BUENAVISTA,15109,357
BOYACA,BUSBANZA,15114,46
BOYACA,CALDAS,15131,162
BOYACA,CAMPOHERMOSO,15135,155
BOYACA,CERINZA,15162,210
BOYACA,CHINAVITA,15172,417
BOYACA,CHIQUINQUIRA,15176,19595
BOYACA,CHIQUIZA,15232,85
BOYACA,CHISCAS,15180,113
BOYACA,CHITA,15183,421
BOYACA,CHITARAQUE,15185,153
BOYACA,CHIVATA,15187,108
BOYACA,CHIVOR,15236,94
BOYACA,CIENEGA,15189,337
BOYACA,COMBITA,15204,6597
BOYACA,COPER,15212,79
BOYACA,CORRALES,15215,57
BOYACA,COVARACHIA,15218,302
BOYACA,CUBARA,15223,186
BOYACA,CUCAITA,15224,192
BOYACA,CUITIVA,15226,60
BOYACA,DUITAMA,15238,38158
BOYACA,EL COCUY,15244,265
BOYACA,EL ESPINO,15248,91
BOYACA,FIRAVITOBA,15272,324
BOYACA,FLORESTA,15276,144
BOYACA,GACHANTIVA,15293,454
BOYACA,GAMEZA,15296,136
BOYACA,GARAGOA,15299,4866
BOYACA,GUACAMAYAS,15317,23
BOYACA,GUATEQUE,15322,2315
BOYACA,GUAYATA,15325,539
BOYACA,GUICAN,15332,318
BOYACA,IZA,15362,153
BOYACA,JENESANO,15367,640
BOYACA,JERICO,15368,76
BOYACA,LA CAPILLA,15380,418
BOYACA,LA UVITA,15403,358
BOYACA,LA VICTORIA,15401,105
BOYACA,LABRANZAGRANDE,15377,11
BOYACA,MACANAL,15425,662
BOYACA,MARIPI,15442,247
BOYACA,MIRAFLORES,15455,1362
BOYACA,MONGUA,15464,143
BOYACA,MONGUI,15466,357
BOYACA,MONIQUIRA,15469,5058
BOYACA,MOTAVITA,15476,455
BOYACA,MUZO,15480,598
BOYACA,NOBSA,15491,1294
BOYACA,NUEVO COLON,15494,173
BOYACA,OICATA,15500,607
BOYACA,OTANCHE,15507,448
BOYACA,PACHAVITA,15511,322
BOYACA,PAEZ,15514,365
BOYACA,PAIPA,15516,3608
BOYACA,PAJARITO,15518,61
BOYACA,PANQUEBA,15522,176
BOYACA,PAUNA,15531,133
BOYACA,PAYA,15533,99
BOYACA,PAZ DE RIO,15537,101
BOYACA,PESCA,15542,451
BOYACA,PISBA,15550,165
BOYACA,PUERTO BOYACA,15572,7246
BOYACA,QUIPAMA,15580,239
BOYACA,RAMIRIQUI,15599,1484
BOYACA,RAQUIRA,15600,276
BOYACA,RONDON,15621,62
BOYACA,SABOYA,15632,362
BOYACA,SACHICA,15638,385
BOYACA,SAMACA,15646,2753
BOYACA,SAN EDUARDO,15660,150
BOYACA,SAN JOSE DE PARE,15664,320
BOYACA,SAN LUIS DE GACENO,15667,293
BOYACA,SAN MATEO,15673,202
BOYACA,SAN MIGUEL DE SEMA,15676,294
BOYACA,SAN PABLO DE BORBUR,15681,289
BOYACA,SANTA MARIA,15690,1118
BOYACA,SANTA ROSA DE VITERBO,15693,1101
BOYACA,SANTA SOFIA,15696,131
BOYACA,SANTANA,15686,412
BOYACA,SATIVANORTE,15720,332
BOYACA,SATIVASUR,15723,54
BOYACA,SIACHOQUE,15740,278
BOYACA,SOATA,15753,2635
BOYACA,SOCHA,15757,591
BOYACA,SOCOTA,15755,468
BOYACA,SOGAMOSO,15759,40037
BOYACA,SOMONDOCO,15761,495
BOYACA,SORA,15762,75
BOYACA,SORACA,15764,265
BOYACA,SOTAQUIRA,15763,409
BOYACA,SUSACON,15774,206
BOYACA,SUTAMARCHAN,15776,480
BOYACA,SUTATENZA,15778,126
BOYACA,TASCO,15790,132
BOYACA,TENZA,15798,543
BOYACA,TIBANA,15804,391
BOYACA,TIBASOSA,15806,676
BOYACA,TINJACA,15808,141
BOYACA,TIPACOQUE,15810,328
BOYACA,TOCA,15814,932
BOYACA,TOGUI,15816,224
BOYACA,TOPAGA,15820,80
BOYACA,TOTA,15822,209
BOYACA,TUNJA,15001,140432
BOYACA,TUNUNGUA,15832,99
BOYACA,TURMEQUE,15835,685
BOYACA,TUTA,15837,851
BOYACA,TUTAZA,15839,103
BOYACA,UMBITA,15842,253
BOYACA,VENTAQUEMADA,15861,613
BOYACA,VILLA DE LEYVA,15407,5813
BOYACA,VIRACACHA,15879,260
BOYACA,ZETAQUIRA,15897,295
CALDAS,AGUADAS,17013,999
CALDAS,ANSERMA,17042,2693
CALDAS,ARANZAZU,17050,740
CALDAS,BELALCAZAR,17088,607
CALDAS,CHINCHINA,17174,7968
CALDAS,FILADELFIA,17272,1481
CALDAS,LA DORADA,17380,19733
CALDAS,LA MERCED,17388,460
CALDAS,MANIZALES,17001,251387
CALDAS,MANZANARES,17433,2204
CALDAS,MARMATO,17442,1401
CALDAS,MARQUETALIA,17444,1012
CALDAS,MARULANDA,17446,385
CALDAS,NEIRA,17486,1441
CALDAS,NORCASIA,17495,463
CALDAS,PACORA,17513,1571
CALDAS,PALESTINA,17524,550
CALDAS,PENSILVANIA,17541,1457
CALDAS,RIOSUCIO,17614,2200
CALDAS,RISARALDA,17616,621
CALDAS,SALAMINA,17653,1084
CALDAS,SAMANA,17662,512
CALDAS,SAN JOSE,17665,402
CALDAS,SUPIA,17777,2042
CALDAS,VICTORIA,17867,391
CALDAS,VILLAMARIA,17873,13042
CALDAS,VITERBO,17877,1176
CAQUETA,* CAQUETA. MUNICIPIO DESCONOCIDO,18000,2
CAQUETA,ALBANIA,18029,216
CAQUETA,BELEN DE LOS ANDAQUIES,18094,245
CAQUETA,CARTAGENA DEL CHAIRA,18150,352
CAQUETA,CURILLO,18205,155
CAQUETA,EL DONCELLO,18247,575
CAQUETA,EL PAUJIL,18256,328
CAQUETA,FLORENCIA,18001,51797
CAQUETA,LA MONTANITA,18410,63
CAQUETA,MILAN,18460,27
CAQUETA,MORELIA,18479,30
CAQUETA,PUERTO RICO,18592,425
CAQUETA,SAN JOSE DEL FRAGUA,18610,229
CAQUETA,SAN VICENTE DEL CAGUAN,18753,807
CAQUETA,SOLANO,18756,38
CAQUETA,SOLITA,18785,15
CAQUETA,VALPARAISO,18860,23
CASANARE,AGUAZUL,85010,3127
CASANARE,CHAMEZA,85015,45
CASANARE,HATO COROZAL,85125,63
CASANARE,LA SALINA,85136,37
CASANARE,MANI,85139,656
CASANARE,MONTERREY,85162,730
CASANARE,NUNCHIA,85225,235
CASANARE,OROCUE,85230,179
CASANARE,PAZ DE ARIPORO,85250,586
CASANARE,PORE,85263,154
CASANARE,RECETOR,85279,45
CASANARE,SABANALARGA,85300,143
CASANARE,SACAMA,85315,11
CASANARE,SAN LUIS DE PALENQUE,85325,274
CASANARE,TAMARA,85400,56
CASANARE,TAURAMENA,85410,2345
CASANARE,TRINIDAD,85430,263
CASANARE,VILLANUEVA,85440,3658
CASANARE,YOPAL,85001,65169
CAUCA,ALMAGUER,19022,27
CAUCA,ARGELIA,19050,221
CAUCA,BALBOA,19075,186
CAUCA,BOLIVAR,19100,1079
CAUCA,BUENOS AIRES,19110,140
CAUCA,CAJIBIO,19130,263
CAUCA,CALDONO,19137,247
CAUCA,CALOTO,19142,347
CAUCA,CORINTO,19212,79
CAUCA,EL TAMBO,19256,280
CAUCA,FLORENCIA,19290,127
CAUCA,GUACHENE,19300,208
CAUCA,GUAPI,19318,286
CAUCA,INZA,19355,142
CAUCA,JAMBALO,19364,57
CAUCA,LA SIERRA,19392,102
CAUCA,LA VEGA,19397,613
CAUCA,LOPEZ (MICAY),19418,10
CAUCA,MERCADERES,19450,341
CAUCA,MIRANDA,19455,475
CAUCA,MORALES,19473,141
CAUCA,PADILLA,19513,39
CAUCA,PAEZ,19517,89
CAUCA,PATIA (EL BORDO),19532,640
CAUCA,PIAMONTE,19533,73
CAUCA,PIENDAMO,19548,1150
CAUCA,POPAYAN,19001,167455
CAUCA,PUERTO TEJADA,19573,2331
CAUCA,PURACE,19585,178
CAUCA,ROSAS,19622,95
CAUCA,SAN SEBASTIAN,19693,74
CAUCA,SANTA ROSA,19701,9
CAUCA,SANTANDER DE QUILICHAO,19698,7793
CAUCA,SILVIA,19743,665
CAUCA,SOTARA,19760,91
CAUCA,SUAREZ,19780,93
CAUCA,SUCRE,19785,690
CAUCA,TIMBIO,19807,538
CAUCA,TIMBIQUI,19809,62
CAUCA,TORIBIO,19821,89
CAUCA,TOTORO,19824,390
CAUCA,VILLARICA,19845,219
CESAR,* CESAR. MUNICIPIO DESCONOCIDO,20000,15
CESAR,AGUACHICA,20011,10432
CESAR,AGUSTIN CODAZZI,20013,14499
CESAR,ASTREA,20032,1312
CESAR,BECERRIL,20045,2492
CESAR,BOSCONIA,20060,5911
CESAR,CHIMICHAGUA,20175,2127
CESAR,CHIRIGUANA,20178,3723
CESAR,CURUMANI,20228,4568
CESAR,EL COPEY,20238,4069
CESAR,EL PASO,20250,6789
CESAR,GAMARRA,20295,803
CESAR,GONZALEZ,20310,584
CESAR,LA GLORIA,20383,1102
CESAR,LA JAGUA DE IBIRICO,20400,6467
CESAR,MANAURE BALCON DEL CESAR,20443,1027
CESAR,PAILITAS,20517,2086
CESAR,PELAYA,20550,1486
CESAR,PUEBLO BELLO,20570,707
CESAR,RIO DE ORO,20614,771
CESAR,ROBLES (LA PAZ),20621,5788
CESAR,SAN ALBERTO,20710,1949
CESAR,SAN DIEGO,20750,3760
CESAR,SAN MARTIN,20770,1523
CESAR,TAMALAMEQUE,20787,405
CESAR,VALLEDUPAR,20001,341677
CHOCO,ACANDI,27006,160
CHOCO,ALTO BAUDO (PIE DE PATO),27025,7
CHOCO,ATRATO,27050,28
CHOCO,BAGADO,27073,117
CHOCO,BAHIA SOLANO (MUTIS),27075,59
CHOCO,BAJO BAUDO (PIZARRO),27077,47
CHOCO,BELÉN DE BAJIRA,27086,1
CHOCO,BOJAYA (BELLAVISTA),27099,40
CHOCO,CARMEN DEL DARIEN,27150,46
CHOCO,CERTEGUI,27160,2
CHOCO,CONDOTO,27205,19
CHOCO,EL CARMEN DE ATRATO,27245,906
CHOCO,ITSMINA,27361,329
CHOCO,LLORO,27413,8
CHOCO,MEDIO ATRATO,27425,3
CHOCO,MEDIO BAUDO (BOCA DE PEPE),27430,7
CHOCO,MEDIO SAN JUAN,27450,105
CHOCO,NOVITA,27491,2
CHOCO,NUQUI,27495,109
CHOCO,QUIBDO,27001,48027
CHOCO,RIO IRO,27580,4
CHOCO,RIOQUITO,27600,6
CHOCO,RIOSUCIO,27615,268
CHOCO,SAN JOSE DEL PALMAR,27660,1
CHOCO,SIPI,27745,4
CHOCO,TADO,27787,15
CHOCO,UNGUIA,27800,11
CHOCO,UNION PANAMERICANA,27810,236
CORDOBA,* CORDOBA. MUNICIPIO DESCONOCIDO,23000,4
CORDOBA,AYAPEL,23068,2317
CORDOBA,BUENAVISTA,23079,2227
CORDOBA,CANALETE,23090,7700
CORDOBA,CERETE,23162,35062
CORDOBA,CHIMA,23168,2706
CORDOBA,CHINU,23182,15607
CORDOBA,CIENAGA DE ORO,23189,20993
CORDOBA,COTORRA,23300,8754
CORDOBA,LA APARTADA,23350,1714
CORDOBA,LORICA,23417,37068
CORDOBA,LOS CORDOBAS,23419,1422
CORDOBA,MOMIL,23464,3172
CORDOBA,MOÑITOS,23500,6821
CORDOBA,MONTELIBANO,23466,9232
CORDOBA,MONTERIA,23001,437191
CORDOBA,PLANETA RICA,23555,29284
CORDOBA,PUEBLO NUEVO,23570,17295
CORDOBA,PUERTO ESCONDIDO,23574,5059
CORDOBA,PUERTO LIBERTADOR,23580,3479
CORDOBA,PURISIMA,23586,2953
CORDOBA,SAHAGUN,23660,21110
CORDOBA,SAN ANDRES SOTAVENTO,23670,12448
CORDOBA,SAN ANTERO,23672,6261
CORDOBA,SAN BERNARDO DEL VIENTO,23675,6791
CORDOBA,SAN CARLOS,23678,1790
CORDOBA,SAN JOSE DE URE,23682,1473
CORDOBA,SAN PELAYO,23686,9275
CORDOBA,TIERRALTA,23807,8076
CORDOBA,TUCHIN,23815,20344
CORDOBA,VALENCIA,23855,2577
